,0,1
122,-3.3076208,4.706573
123,-3.1006293,4.9755683
124,-3.5496447,5.120755
125,-3.446602,4.96824
126,-3.1695535,3.6550555
127,-3.042215,4.2693367
128,-3.284734,4.6582236
129,-4.118071,5.407935
130,-3.9572365,4.3524184
131,-4.3336163,3.9974337
132,-4.6230464,3.5397205
133,-3.7561433,3.6891518
134,-5.449321,3.0496368
135,-5.0941796,3.3558004
136,-5.454043,3.0919118
137,-4.344283,3.3681378
138,-4.009691,3.8729427
139,-4.907263,3.7265372
140,-4.788224,3.4393964
141,-5.3664036,3.0020316
142,-4.3721175,4.0130715
143,-4.7938585,3.6702573
144,-4.370538,3.3637898
145,-3.0653305,4.2788167
146,-3.5810032,4.193681
147,-3.9654095,4.6011796
148,-4.217812,5.395729
149,-5.054504,2.788546
150,-3.7521362,2.8126733
151,-4.3171616,2.7024543
152,-4.4564953,2.6987267
153,-4.3210855,2.7008216
154,-3.9540575,2.7107768
155,-5.0760403,2.8014
156,-4.70649,2.659951
157,-4.245499,3.3832533
158,-3.3397965,3.19343
159,-3.8388457,3.3015347
160,-3.552682,2.946382
161,-3.3387177,3.1876984
162,-4.9811497,2.7876472
163,-4.012893,2.7002244
164,-4.6681447,2.6667888
165,-3.9403915,3.3899355
166,-3.5334895,2.965733
167,-3.0620186,3.9047363
168,-3.7664936,3.823144
169,-3.730911,5.2376947
170,-4.885461,4.4974957
171,-5.5922866,4.7516885
172,-4.9726024,5.3198805
173,-5.396267,5.0463724
174,-5.6090155,4.7077937
175,-5.085928,5.300145
176,-5.1081157,4.1290603
177,-5.3818083,5.0720706
178,-5.774533,4.3799605
179,-4.602837,4.774008
180,-5.478219,4.946519
181,-5.7961297,4.357333
182,-5.0548425,4.148104
183,-4.766732,4.504044
184,-4.93922,4.5238204
185,-4.4032993,4.1418943
186,-5.8728366,4.11112
187,-5.59754,4.7239795
188,-4.2033486,4.48539
189,-5.858342,4.1533375
190,-5.8011785,3.8208995
191,-5.7151923,3.4635787
192,-5.747042,3.8069935
193,-5.5907,3.832983
194,-5.0770392,3.709089
195,-5.720651,3.4635706
196,-5.6733003,3.3383708
197,-1.5009636,10.947857
198,-0.6721056,9.998665
199,-1.8034594,11.810952
200,2.6922624,12.359855
201,0.11430992,9.607302
202,2.3182387,13.901284
203,-0.42290598,12.896146
204,5.4611745,27.396257
205,3.342162,13.113086
206,-1.8373723,13.875315
207,4.051166,12.30824
208,-5.46281,21.48342
209,-4.360593,17.37369
210,1.165182,14.124553
211,0.6470889,12.89391
212,-0.8473978,13.68319
213,2.2041028,11.409914
214,1.4673744,11.831772
215,3.2264166,11.576364
216,-0.8289671,11.548404
217,-0.17177984,12.055062
218,0.2441651,13.734554
219,2.645015,10.463085
220,1.8286012,10.483621
221,1.0312842,11.04022
222,1.1497312,10.051572
223,0.80441666,9.33537
224,0.11037108,11.15107
225,0.29583907,10.385599
226,-1.2329494,12.438753
227,-1.8859882,12.969826
228,-0.7045749,10.66535
229,1.7190216,12.961931
230,1.7708273,13.003258
231,21.60646,-19.756771
232,21.764019,-19.752014
233,22.14862,-19.76857
234,22.680931,-19.800537
235,23.255745,-19.829084
236,23.527239,-19.825377
237,23.79125,-19.80591
238,24.08677,-19.75961
239,24.472551,-19.68864
240,24.734333,-19.611694
241,24.844772,-19.56211
242,24.923082,-19.536482
243,24.978884,-19.450493
244,25.079647,-19.296701
245,25.204252,-19.105768
246,25.261871,-18.97729
247,25.348839,-18.790989
248,25.379396,-18.718718
249,25.446424,-18.546007
250,25.488052,-18.417639
251,25.513277,-18.302534
252,25.524446,-18.173689
253,25.530775,-17.684332
254,25.525286,-16.763311
255,25.509087,-16.28208
256,25.484047,-15.935282
257,25.454082,-15.633732
258,25.417118,-15.349792
259,25.384182,-15.120899
260,25.350182,-14.966599
261,25.333288,-14.913464
262,25.285591,-14.777461
263,25.140419,-14.424825
264,25.003689,-14.121586
265,24.93948,-14.019414
266,24.83863,-13.904273
267,24.661715,-13.718519
268,24.43181,-13.491486
269,24.117022,-13.198711
270,23.875984,-12.992008
271,23.65061,-12.823036
272,23.48214,-12.712062
273,23.363934,-12.637214
274,23.267134,-12.583004
275,23.003944,-12.483794
276,22.77356,-12.403663
277,22.477499,-12.316259
278,22.17204,-12.224753
279,21.878466,-12.146303
280,21.598536,-12.066687
281,21.136444,-11.929733
282,20.890747,-11.857464
283,20.73433,-11.813498
284,20.612715,-11.783912
285,3.190168,-17.777124
286,2.9658058,-17.88774
287,2.751384,-18.000303
288,2.5978446,-18.079811
289,2.5059915,-18.126108
290,2.3286116,-18.211958
291,1.9525278,-18.394955
292,1.6784073,-18.531895
293,1.4621937,-18.62256
294,1.2027676,-18.715527
295,0.84547025,-18.834549
296,0.5731052,-18.917994
297,0.38844824,-18.963448
298,0.20669533,-19.011393
299,0.09960652,-19.037184
300,-0.05462793,-19.078468
301,-0.25789195,-19.1145
302,-0.46808645,-19.152796
303,-16.932215,-19.120907
304,-17.13438,-19.061535
305,-17.404991,-18.939472
306,-17.66734,-18.81002
307,-17.850222,-18.73609
308,-17.909668,-18.747355
309,-17.948647,-18.75208
310,-17.963684,-18.727667
311,-17.99086,-18.702938
312,-18.018158,-18.660492
313,-18.04106,-18.613857
314,-18.076674,-18.568146
315,-17.951605,-18.47273
316,-17.695362,-18.315527
317,-17.443039,-18.180124
318,-17.181486,-17.984558
319,-16.94095,-17.775238
320,-16.680092,-17.542728
321,-16.461071,-17.341137
322,-16.073397,-17.015245
323,-15.547712,-16.613937
324,-15.174512,-16.353615
325,-14.773597,-16.116316
326,-13.905175,-15.672025
327,-13.63697,-15.549682
328,-13.530905,-15.513073
329,-13.529193,-15.516859
330,-12.842946,-15.260762
331,-12.79558,-15.241473
332,-12.594535,-15.184955
333,-11.815652,-15.012354
334,-11.006302,-14.90212
335,-10.849656,-14.894947
336,-8.609048,-15.850749
337,-8.379436,-16.030487
338,-7.890469,-16.478127
339,-7.527529,-16.84749
340,-7.4091015,-16.984354
341,-7.355264,-17.05898
342,-7.349034,-17.05994
343,-7.341492,-17.068975
344,-7.335584,-17.065294
345,-7.3138766,-17.059534
346,-7.2196913,-16.969545
347,-7.061732,-16.649645
348,-6.7515388,-15.94685
349,-6.5967565,-15.606165
350,-6.5155673,-15.423916
351,-5.8494735,-13.832819
352,-5.846588,-13.823034
353,-5.8335786,-13.688346
354,-5.8335915,-13.688363
355,-5.7929993,-10.45103
356,-10.044241,-9.358813
357,-10.687492,-11.819211
358,-9.077547,-8.947721
359,-6.563683,-11.123036
360,-7.4110203,-10.36707
361,-11.184695,-9.437348
362,-11.678878,-10.547746
363,-7.227508,-9.057483
364,-6.483589,-9.80529
365,-8.663597,-13.533671
366,-10.346346,-7.1022015
367,-7.40045,-12.789633
368,-7.676865,-13.951404
369,-4.3247914,-16.919525
370,-4.1195464,-13.89604
371,-4.548775,-15.299185
372,-2.088351,-13.024341
373,-3.0196161,-11.881219
374,-4.4614105,-12.465861
375,-5.171413,-11.390368
376,-0.7663858,-13.739874
377,-3.3530695,-13.025614
378,-4.032031,-11.373308
379,-8.094809,-8.416153
380,-1.4640563,-9.50669
381,-2.9636002,-10.652565
382,-1.7938051,-10.541277
383,-4.6989813,-10.38629
384,-0.5204989,-12.262071
385,-1.7122838,-11.696807
386,-0.29753292,-9.526492
387,-0.3267175,-10.834178
388,-9.317519,-6.725847
389,-10.154973,-13.422177
390,-10.342533,-10.582943
391,-8.327886,-11.003984
392,-8.374649,-12.259993
393,-12.063892,-11.732707
394,-11.371192,-12.991782
395,-9.352417,-14.498226
396,-10.308293,-16.696836
397,-2.168844,-8.679582
398,-3.328372,-8.342456
399,-6.9791193,-8.023814
400,-4.269879,-7.6911097
401,-5.013525,-8.352575
402,-5.7401805,-5.7339077
403,-5.7401805,-5.7339077
404,-5.7401805,-5.7339077
405,-6.2071157,-4.5238175
406,-4.2467,-5.0712633
407,-4.2467,-5.0712633
408,-5.1863246,-4.477715
409,-4.23223,-6.3878202
410,-0.83356166,-8.243251
411,-4.23223,-6.3878202
412,-3.0632992,-6.2248673
413,-2.199393,-6.6804385
414,-7.9499197,-5.310199
415,-7.1748953,-6.239527
416,-1.1572974,-7.191115
417,-7.032471,-5.320844
418,-8.2604,-6.364789
419,-6.6004257,-3.7487886
420,-5.5783396,-3.7821217
421,-2.1003191,-5.5384088
422,-1.3082848,-6.0238585
423,-3.0590777,-5.297767
424,-2.3648016,-4.6237493
425,-4.5311437,-3.8440197
426,-3.4340858,-4.1016936
427,-3.4340858,-4.1016936
428,-3.2075243,-7.341157
429,-5.216089,-7.0943465
430,-5.1294327,-9.455322
431,-2.1214187,-7.7262344
432,-8.515806,-7.488871
433,-9.554552,-7.9717445
434,-4.0796824,-8.993764
435,-7.1913524,-4.450443
436,-7.490242,-7.1772175
437,-6.038909,-8.856935
438,-2.9005208,-9.509151
439,-6.391264,-6.9604306
440,-5.89537,-7.8034687
441,-8.188691,-9.643373
442,-9.418008,-11.309803
443,-9.518496,-12.463239
444,-12.908901,-12.722304
445,-4.087458,-18.822184
446,-10.811207,-8.186941
447,-11.456782,-4.7897625
448,-16.001513,-12.38645
449,-11.421687,-6.931203
450,-10.486419,-4.573625
451,-11.952878,-5.8930235
452,-5.8448706,-20.433706
453,-14.392384,-11.881014
454,-11.378708,-18.187433
455,-10.855489,-5.767077
456,-12.665339,-6.904272
457,-9.573562,-4.8691454
458,-7.7380958,-3.8565338
459,-13.369448,-7.9700246
460,-15.000091,-10.424975
461,-12.609201,-9.224944
462,-14.06516,-9.190299
463,-9.933479,-5.874059
464,-8.432376,-4.454763
465,-9.379252,-4.0550866
466,-8.89064,-5.524982
467,-12.019931,-8.086395
468,-13.331549,-10.5304365
469,-6.119976,-12.130606
470,-5.967566,-12.5052595
471,-0.20394418,-23.736778
472,-0.10649472,-23.908373
473,0.35346892,-24.842258
474,0.36895362,-24.876875
475,0.41840127,-24.9913
476,0.43285823,-25.017673
477,0.45303994,-25.077236
478,0.83360314,-25.763025
479,1.3878895,-26.722353
480,1.5302812,-26.989632
481,1.5897915,-27.146738
482,1.603181,-27.148962
483,1.5735403,-27.02824
484,1.6418232,-27.193903
485,1.7198668,-27.337343
486,1.759399,-27.424868
487,1.7851467,-27.456324
488,1.7272385,-27.400606
489,1.6874281,-27.315435
490,1.6634649,-27.36131
491,1.6836601,-27.394226
492,1.5509428,-27.52383
493,0.9925962,-27.851332
494,-0.64093465,-28.632067
495,-1.3970507,-29.28788
496,-1.4068459,-29.286903
497,-1.9189512,-28.880865
498,-2.0580385,-28.849035
499,-2.1860423,-28.80967
500,-2.2902155,-28.775656
501,-2.35864,-28.747328
502,-2.4430084,-28.690218
503,-2.8546567,-28.36836
504,-3.645541,-27.59536
505,-4.010481,-27.17585
506,-4.0357075,-27.140785
507,-4.192472,-26.975826
508,-4.2317786,-26.934607
509,-4.3631625,-26.802794
510,-4.3545203,-26.814041
511,-4.416282,-26.755114
512,-4.427368,-26.74427
513,-4.48225,-26.694424
514,-4.6290092,-26.561283
515,-4.91834,-26.323809
516,-5.276112,-26.026024
517,-5.4668036,-25.87505
518,-5.6197596,-25.756044
519,-6.2258983,-25.346739
520,-6.730614,-25.030354
521,-7.0975122,-24.821074
522,-7.6011333,-24.572659
523,-8.125266,-24.334553
524,-8.3010025,-24.254799
525,-8.796242,-24.017769
526,-8.928315,-23.946995
527,-8.982858,-23.9158
528,-9.117837,-23.828896
529,-9.219982,-23.751896
530,-9.429854,-23.586409
531,-9.695637,-23.362417
532,-9.887444,-23.181627
533,-10.204022,-22.853785
534,-10.390059,-22.635756
535,-10.7129345,-22.176165
536,-10.782309,-22.050467
537,-10.818086,-21.97813
538,-10.921632,-21.733126
539,-10.974203,-21.588013
540,-11.033586,-21.357628
541,-11.1059885,-21.065046
542,-11.13689,-20.919798
543,-11.183825,-20.601177
544,-11.222523,-20.287483
545,-7.44137,-11.584833
546,-3.9040823,-10.037686
547,24.089914,-7.3778133
548,24.072515,-7.2705355
549,24.031696,-7.0393558
550,24.00973,-6.927755
551,23.997917,-6.925473
552,23.985802,-6.9229617
553,23.983917,-6.9187036
554,23.984165,-6.9187665
555,23.073294,-6.998333
556,19.337896,-6.1224785
557,18.788591,-5.996836
558,18.651453,-5.9572134
559,18.564552,-5.925017
560,18.48693,-5.8844376
561,18.484253,-5.877149
562,18.48423,-5.8771496
563,18.484255,-5.877149
564,18.484087,-5.876329
565,18.591547,-5.6817517
566,19.895153,-4.481598
567,20.290743,-4.4262986
568,20.74727,-4.4440484
569,21.210678,-4.487225
570,21.833006,-4.5631857
571,22.202799,-4.615073
572,22.623314,-4.677256
573,22.877323,-4.7153554
574,22.954262,-4.7265105
575,22.931746,-4.7268987
576,22.952417,-4.740786
577,23.044779,-4.7946315
578,23.392431,-5.020533
579,23.744614,-5.2782516
580,23.963217,-5.5272293
581,24.117743,-5.6852345
582,24.228533,-5.7523546
583,17.297907,-0.67067116
584,17.16991,-0.55684125
585,17.127512,-0.49911693
586,17.04806,-0.36847836
587,16.985025,-0.2909914
588,16.897142,-0.18108153
589,3.2943413,7.180449
590,4.5817327,7.629082
591,4.796788,11.048559
592,4.796788,11.048559
593,3.6402383,10.688674
594,3.0207665,8.4711895
595,4.235853,5.445419
596,3.4172416,9.514585
597,3.4172416,9.514585
598,1.8924303,7.28466
599,1.8924303,7.28466
600,2.3012707,8.189487
601,2.032433,9.245127
602,2.032433,9.245127
603,1.1864337,8.366119
604,1.1864337,8.366119
605,2.2599216,0.097585134
606,1.4171082,0.12361142
607,3.3739123,3.8826938
608,2.8773844,-0.45030394
609,3.9595673,8.327876
610,3.3957715,0.77719784
611,5.0904636,5.973131
612,3.523939,5.875053
613,6.017708,4.8909516
614,5.1801195,5.035452
615,4.3643827,6.4969773
616,5.7793794,3.886454
617,6.8247676,3.1934948
618,7.7687416,2.486651
619,4.425187,4.2030625
620,7.662177,1.303973
621,4.425187,4.2030625
622,6.9736543,-0.6133862
623,4.8509026,0.9158944
624,4.0662704,3.0251904
625,5.1002593,3.2833712
626,5.5173044,1.7025372
627,4.7672124,2.4460065
628,6.6940274,1.9932494
629,5.890722,2.671676
630,4.772157,-1.3380271
631,4.772157,-1.3380271
632,6.3282857,0.69755876
633,6.3282857,0.69755876
634,3.3957715,0.77719784
635,3.3957715,0.77719784
636,5.2766137,12.438559
637,3.2943413,7.180449
638,6.8483014,4.2185674
639,13.689117,-1.2996155
640,13.660648,-3.2341828
641,9.0043,-2.2403784
642,9.065958,-0.7238772
643,12.071308,-2.0292087
644,10.183722,0.2597945
645,10.369412,-2.5650845
646,7.639242,-2.3363287
647,8.948558,0.6646029
648,4.8656826,-2.7632146
649,6.231853,-2.1579986
650,6.231853,-2.1579986
651,2.3066735,-3.0908732
652,3.6626327,-0.8093719
653,5.988865,-0.8000769
654,3.4718862,-2.339111
655,3.4718862,-2.339111
656,3.4718862,-2.339111
657,1.6468403,-2.0023472
658,1.6468403,-2.0023472
659,1.6468403,-2.0023472
660,-1.6621369,1.5204161
661,-1.6621369,1.5204161
662,-1.6621369,1.5204161
663,-1.6621369,1.5204161
664,-1.6621369,1.5204161
665,1.015134,-0.868447
666,2.6668684,-1.2229495
667,-1.6621369,1.5204161
668,-1.6621369,1.5204161
669,-1.6621369,1.5204161
670,4.349773,-0.08723899
671,11.70493,-0.50970274
672,4.379555,1.6693147
673,5.279835,-0.003380206
674,7.9372993,-1.1858177
675,8.832537,1.9064937
676,10.13794,1.7437222
677,7.8406096,0.17035125
678,11.387439,1.0559813
679,13.281898,0.77514964
680,10.352868,-1.1535404
681,13.281898,0.77514964
682,3.2943413,7.180449
683,4.6418047,9.814356
684,6.92164,17.326803
685,8.706942,17.758766
686,7.7585454,16.099386
687,6.901744,14.837704
688,5.5530996,19.052118
689,5.3107004,14.693947
690,6.0086684,13.695479
691,6.5067387,20.258553
692,4.054103,18.889444
693,4.691791,13.478677
694,0.13201348,21.297855
695,5.385854,17.690248
696,-4.6097455,20.09303
697,4.0368094,17.585188
698,2.6132858,19.407753
699,0.7709565,17.793573
700,1.1628705,18.98262
701,-0.75160986,16.434477
702,-0.75160986,16.434477
703,-0.75160986,16.434477
704,-2.3344152,21.539919
705,1.9026644,15.509449
706,1.9026644,15.509449
707,-0.75160986,16.434477
708,-0.75160986,16.434477
709,5.814211,16.059792
710,5.8123484,16.105576
711,20.550009,0.23854975
712,20.646988,0.20237672
713,21.312725,0.009295881
714,21.72114,-0.09375969
715,22.061651,-0.14930604
716,22.203194,-0.16596778
717,22.496117,-0.18185687
718,22.66664,-0.18169953
719,22.947498,-0.16704871
720,23.287138,-0.14587137
721,23.601444,-0.124307945
722,23.698948,-0.11597088
723,23.734919,-0.108045
724,23.831581,-0.095564365
725,23.967285,-0.07845122
726,24.136135,-0.057794865
727,24.410353,-0.023122614
728,24.58849,-0.00090256985
729,24.781952,0.023003612
730,24.964321,0.045607436
731,25.151194,0.07080868
732,25.323797,0.09453155
733,25.707354,0.1870873
734,27.579382,0.7809601
735,27.791504,0.86232936
736,27.970291,0.93959415
737,28.137213,1.0204518
738,28.364157,1.1378808
739,28.502579,1.209702
740,28.604927,1.2639796
741,28.720852,1.3257153
742,28.798016,1.367269
743,29.104362,1.5361085
744,30.670444,2.3802497
745,30.915487,2.5032823
746,31.045656,2.5705779
747,31.165989,2.5975268
748,31.281986,2.6186857
749,31.33094,2.6095555
750,31.377281,2.6662326
751,31.448063,2.8818512
752,31.491001,3.0534024
753,31.521334,3.1454022
754,31.546947,3.2645845
755,31.6032,3.6040506
756,31.62419,3.7761538
757,31.636358,3.9052095
758,31.649652,4.033006
759,31.672907,4.324485
760,31.694525,4.8579793
761,31.704481,5.6111784
762,31.719946,6.3396754
763,31.7373,6.6669817
764,31.789587,7.4050074
765,31.885052,7.9935384
766,31.884363,8.012765
767,31.791138,8.313016
768,31.756704,8.57243
769,31.719154,8.95283
770,31.65731,9.649931
771,31.608053,10.176805
772,31.553755,10.634091
773,31.53016,10.82315
774,31.483305,11.0897665
775,31.420897,11.348436
776,31.364128,11.536892
777,31.337242,11.604682
778,31.291842,11.712286
779,31.255314,11.789865
780,31.149939,11.963469
781,30.946789,12.28047
782,30.755072,12.543827
783,30.614676,12.7427435
784,30.50867,12.876152
785,30.253168,13.156311
786,30.034176,13.370584
787,29.870209,13.553001
788,29.777306,13.642914
789,29.684568,13.744493
790,29.535906,13.886854
791,29.462362,13.944455
792,29.44285,14.0043745
793,29.388346,14.05221
794,29.347284,14.137733
795,29.258684,14.1608515
796,29.146461,14.113297
797,28.870253,14.017229
798,28.720646,13.994437
799,28.495811,13.978972
800,28.022541,13.918119
801,27.735437,13.882584
802,27.314056,13.830569
803,27.06739,13.804973
804,8.763256,20.185966
805,8.7088375,20.214851
806,1.9838389,23.86297
807,1.8034823,24.175808
808,1.5574988,24.667894
809,1.3726655,25.077202
810,1.2178603,25.426657
811,1.1028327,25.685286
812,1.0295508,25.8476
813,0.98868674,25.93794
814,0.9659824,25.987118
815,0.97055036,25.977606
816,1.0087681,25.892473
817,1.0634842,25.763119
818,1.1617006,25.542387
819,1.2974073,25.23039
820,1.4654925,24.835882
821,1.6654602,24.359037
822,1.8663601,23.860672
823,2.3024428,22.723564
824,2.0312846,22.078049
825,2.0312757,22.078049
826,-2.5179386,-15.214225
827,-2.5179386,-15.214225
828,-2.5179403,-15.21412
829,-2.517939,-15.214196
830,-2.5178635,-15.214059
831,3.9876902,21.17231
832,3.9876904,21.17223
833,3.9876904,21.172256
834,3.9876904,21.172258
835,3.9876952,21.17227
836,5.3573112,23.350082
837,5.3573074,23.3502
838,5.357247,23.350115
839,5.3573036,23.350203
840,5.357315,23.35003
841,6.7556944,24.66953
842,6.755657,24.669697
843,6.7556787,24.66975
844,6.7556787,24.66975
845,6.755693,24.669666
846,-3.0410752,15.740823
847,-2.5785542,19.322687
848,-2.5104773,23.491888
849,-1.4109242,14.7321615
850,-2.4890301,16.995409
851,-0.27286854,14.688057
852,2.986582,16.49687
853,2.4075625,17.843554
854,0.6472486,15.284499
855,2.4075625,17.843554
856,-3.8584094,21.928682
857,-3.5326443,16.679602
858,4.2754836,16.333256
859,-3.1326797,18.08408
860,-4.4362144,23.663754
861,-1.0319152,22.382862
862,-2.2275438,15.281005
863,-0.30941272,18.423798
864,1.2470596,16.716814
865,1.4331821,20.29314
866,-1.2302738,19.33007
867,-3.2456253,20.382927
868,-1.2728888,20.63922
869,-4.1184306,18.837543
870,-1.7812095,18.14958
871,3.6074395,14.773042
872,3.6074395,14.773042
873,3.6074395,14.773042
874,0.086172044,19.846304
875,7.2780595,18.735075
876,4.6858025,8.880879
877,7.138255,10.289365
878,10.333649,7.363186
879,9.713256,15.988534
880,9.318833,11.566756
881,8.517585,10.666389
882,8.768101,14.661821
883,9.347534,9.461654
884,6.993468,8.1301775
885,9.184357,8.01177
886,7.6450152,13.558808
887,6.679572,12.509872
888,8.171177,12.297465
889,7.3737016,11.38782
890,8.975968,5.462829
891,13.293439,2.9894538
892,8.152233,9.502078
893,10.163779,6.029024
894,10.160273,4.629639
895,9.088605,6.7576923
896,12.077138,4.0821123
897,6.9129186,9.162902
898,11.281463,5.1889005
899,7.9474654,7.2015395
900,6.9227324,5.4745536
901,8.111153,8.344596
902,5.796532,9.106095
903,6.142227,11.323266
904,5.554842,8.150866
905,5.316852,7.020345
906,11.419745,6.6090646
907,10.31135,8.671613
908,15.754377,4.816778
909,13.781497,4.524347
910,17.419666,5.344584
911,13.759493,7.7835717
912,10.1097355,10.42415
913,11.298129,9.492136
914,11.766494,13.95416
915,16.753021,7.0012794
916,10.375772,12.302943
917,10.2922325,14.035543
918,11.727626,12.472756
919,11.261261,10.974006
920,13.141099,14.910175
921,12.572394,10.0090275
922,16.456755,8.969612
923,15.714368,10.448328
924,14.465458,9.120601
925,12.71648,8.683095
926,15.722005,12.123267
927,14.047113,10.450788
928,15.385475,7.776926
929,12.748,11.446595
930,12.912305,16.567616
931,13.249098,13.168715
932,14.233896,12.032086
933,11.237757,15.537975
934,9.155269,13.197014
935,11.14618,17.556818
936,12.658268,5.5557284
937,15.089634,3.2093298
938,12.625869,6.9920526
939,6.0637813,6.1689873
940,7.8353496,4.7512407
941,8.095791,3.5585263
942,11.752373,2.5751524
943,10.673943,3.3847673
944,9.434748,3.0397754
945,6.960996,6.6554866
946,7.9631763,6.010191
947,9.016286,4.237393
948,-9.092766,-10.1803055
949,11.544594,8.064536
950,14.457323,6.164475
951,14.49279,6.1642714
952,29.010048,-7.602583
953,29.381329,-7.8156786
954,29.651493,-7.970548
955,29.85666,-8.084552
956,29.95364,-8.138741
957,30.106998,-8.229173
958,30.455183,-8.459971
959,30.769642,-8.684258
960,31.109627,-8.927016
961,31.462187,-9.170133
962,31.670229,-9.316698
963,31.77178,-9.388954
964,31.910433,-9.465965
965,32.003273,-9.493322
966,32.090496,-9.5404
967,32.171894,-9.573289
968,32.20824,-9.564134
969,32.257187,-9.536401
970,32.30141,-9.480538
971,32.33662,-9.409299
972,32.438633,-9.244269
973,33.027817,-8.376755
974,33.401676,-7.842206
975,33.50242,-7.6901355
976,33.62158,-7.5089884
977,33.77267,-7.275934
978,33.89901,-7.075572
979,34.02845,-6.8701043
980,34.12102,-6.7207613
981,34.192535,-6.608841
982,34.26802,-6.4834743
983,35.036682,-5.2092986
984,35.418472,-4.593634
985,35.543514,-4.42688
986,35.62291,-4.3271146
987,35.71702,-4.1982923
988,35.790394,-4.0878863
989,35.877605,-3.9854612
990,35.95894,-3.8944075
991,35.995636,-3.8468752
992,36.047897,-3.7968218
993,36.059086,-3.7927847
994,36.03996,-3.7738323
995,35.982533,-3.714583
996,35.894608,-3.5907483
997,35.797695,-3.4499667
998,35.652534,-3.1020722
999,35.432373,-2.3889668
1000,35.244823,-1.7874769
1001,35.125725,-1.4286878
1002,35.064007,-1.2534617
1003,35.018665,-1.1249477
1004,34.94104,-0.9362621
1005,34.879234,-0.8008943
1006,34.825657,-0.69607824
1007,34.777145,-0.6065721
1008,34.667816,-0.4399877
1009,21.476421,8.099689
1010,21.27781,8.260691
1011,21.11472,8.407007
1012,20.970583,8.540823
1013,20.753628,8.749787
1014,20.416092,9.086015
1015,20.311695,9.169824
1016,20.300175,9.180666
1017,20.271866,9.244196
1018,20.220118,9.360184
1019,20.12047,9.581799
1020,19.98803,9.872645
1021,19.809952,10.275876
1022,19.61559,10.723111
1023,19.466932,11.062523
1024,19.424212,11.159858
1025,19.361933,11.319443
1026,19.295616,11.484855
1027,19.258596,11.583684
1028,19.214104,11.702419
1029,19.148344,11.88423
1030,19.038363,12.207964
1031,18.87965,12.713797
1032,18.767405,13.141399
1033,18.628542,13.846222
1034,18.55553,14.296728
1035,18.529472,14.558454
1036,18.503935,15.009392
